prompt_id,dataset,dataset_label,item_id,scale_id,weak,strong,weak_surface,strong_surface,pos,template_id,scalar_construction,human_si_rate,has_hu_test_suite,source_file,context_text,target_text,continuation_text,suffix_text,full_text,prompt_source,hu_test_suite_path,hu_test_suite_item_number,prompt_builder_note,score_target,score_family,context_has_trailing_space,continuation_has_leading_space
rx22__rx22_041__template_default__scared_petrified,rx22,Ronai & Xiang (2022),rx22_041,scared/petrified,scared,petrified,scared,petrified,adj,default,"Stu's daughter was scared, but not petrified.",0.025,True,cross-scale/human_data/rx22.csv,"Stu's daughter was scared, but not",petrified, petrified,.,"Stu's daughter was scared, but not petrified.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/rx22/scared_petrified.json,1015,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_042__template_default__serious_life-threatening,rx22,Ronai & Xiang (2022),rx22_042,serious/life-threatening,serious,life-threatening,serious,life-threatening,adj,default,"Kaye's illness was serious, but not life-threatening.",0.075,True,cross-scale/human_data/rx22.csv,"Kaye's illness was serious, but not",life-threatening, life-threatening,.,"Kaye's illness was serious, but not life-threatening.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/rx22/serious_life-threatening.json,1016,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_043__template_default__similar_identical,rx22,Ronai & Xiang (2022),rx22_043,similar/identical,similar,identical,similar,identical,adj,default,"The two paintings are similar, but not identical.",0.725,True,cross-scale/human_data/rx22.csv,"The two paintings are similar, but not",identical, identical,.,"The two paintings are similar, but not identical.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/rx22/similar_identical.json,289,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_044__template_default__slow_stop,rx22,Ronai & Xiang (2022),rx22_044,slow/stop,slow,stop,slow,stop,verb,default,"The train slowed, but did not stop.",0.825,True,cross-scale/human_data/rx22.csv,"The train slowed, but did not",stop, stop,.,"The train slowed, but did not stop.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/rx22/slow_stop.json,232,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_045__template_default__small_tiny,rx22,Ronai & Xiang (2022),rx22_045,small/tiny,small,tiny,small,tiny,adj,default,"The fish is small, but not tiny.",0.175,True,cross-scale/human_data/rx22.csv,"The fish is small, but not",tiny, tiny,.,"The fish is small, but not tiny.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/rx22/small_tiny.json,1017,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_046__template_default__snug_tight,rx22,Ronai & Xiang (2022),rx22_046,snug/tight,snug,tight,snug,tight,adj,default,"The shirt is snug, but not tight.",0.1,True,cross-scale/human_data/rx22.csv,"The shirt is snug, but not",tight, tight,.,"The shirt is snug, but not tight.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/rx22/snug_tight.json,1018,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_047__template_default__some_all,rx22,Ronai & Xiang (2022),rx22_047,some/all,some,all,some,all,det,default,"Cecilia trusts some politicians, but not all.",0.925,False,cross-scale/human_data/rx22.csv,"Cecilia trusts some politicians, but not",all, all,.,"Cecilia trusts some politicians, but not all.",scalar_construction_fallback,,,No Hu test suite item was available; split scalar_construction at the final strong scalemate occurrence.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_048__template_default__start_finish,rx22,Ronai & Xiang (2022),rx22_048,start/finish,start,finish,start,finish,verb,default,"The runner started, but did not finish.",0.275,True,cross-scale/human_data/rx22.csv,"The runner started, but did not",finish, finish,.,"The runner started, but did not finish.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/rx22/start_finish.json,233,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_049__template_default__survive_thrive,rx22,Ronai & Xiang (2022),rx22_049,survive/thrive,survive,thrive,survive,thrive,verb,default,"The plant survived, but did not thrive.",0.25,True,cross-scale/human_data/rx22.csv,"The plant survived, but did not",thrive, thrive,.,"The plant survived, but did not thrive.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/rx22/survive_thrive.json,234,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_050__template_default__tired_exhausted,rx22,Ronai & Xiang (2022),rx22_050,tired/exhausted,tired,exhausted,tired,exhausted,adj,default,"The worker is tired, but not exhausted.",0.025,True,cross-scale/human_data/rx22.csv,"The worker is tired, but not",exhausted, exhausted,.,"The worker is tired, but not exhausted.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/rx22/tired_exhausted.json,1019,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_051__template_default__tolerate_encourage,rx22,Ronai & Xiang (2022),rx22_051,tolerate/encourage,tolerate,encourage,tolerate,encourage,verb,default,"Joey's parents tolerate dating, but do not encourage it.",0.65,True,cross-scale/human_data/rx22.csv,"Joey's parents tolerate dating, but do not",encourage, encourage,it.,"Joey's parents tolerate dating, but do not encourage it.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/rx22/tolerate_encourage.json,235,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_052__template_default__try_succeed,rx22,Ronai & Xiang (2022),rx22_052,try/succeed,try,succeed,try,succeed,verb,default,"The candidate tried, but did not succeed.",0.775,True,cross-scale/human_data/rx22.csv,"The candidate tried, but did not",succeed, succeed,.,"The candidate tried, but did not succeed.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/rx22/try_succeed.json,38,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_053__template_default__ugly_hideous,rx22,Ronai & Xiang (2022),rx22_053,ugly/hideous,ugly,hideous,ugly,hideous,adj,default,"The wallpaper is ugly, but not hideous.",0.05,True,cross-scale/human_data/rx22.csv,"The wallpaper is ugly, but not",hideous, hideous,.,"The wallpaper is ugly, but not hideous.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/rx22/ugly_hideous.json,328,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_054__template_default__understandable_articulate,rx22,Ronai & Xiang (2022),rx22_054,understandable/articulate,understandable,articulate,understandable,articulate,adj,default,"Tom's interview was understandable, but not articulate.",0.1,True,cross-scale/human_data/rx22.csv,"Tom's interview was understandable, but not",articulate, articulate,.,"Tom's interview was understandable, but not articulate.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/rx22/understandable_articulate.json,1020,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_055__template_default__unpleasant_disgusting,rx22,Ronai & Xiang (2022),rx22_055,unpleasant/disgusting,unpleasant,disgusting,unpleasant,disgusting,adj,default,"Tim's bathroom was unpleasant, but not disgusting.",0.05,True,cross-scale/human_data/rx22.csv,"Tim's bathroom was unpleasant, but not",disgusting, disgusting,.,"Tim's bathroom was unpleasant, but not disgusting.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/rx22/unpleasant_disgusting.json,1021,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_056__template_default__usually_always,rx22,Ronai & Xiang (2022),rx22_056,usually/always,usually,always,usually,always,adv,default,"The lawyer is usually early, but not always.",0.65,True,cross-scale/human_data/rx22.csv,"The lawyer is usually early, but not",always, always,.,"The lawyer is usually early, but not always.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/rx22/usually_always.json,1,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_057__template_default__want_need,rx22,Ronai & Xiang (2022),rx22_057,want/need,want,need,want,need,verb,default,"Phoebe wants a car, but does not need one.",0.15,True,cross-scale/human_data/rx22.csv,"Phoebe wants a car, but does not",need, need,one.,"Phoebe wants a car, but does not need one.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/rx22/want_need.json,236,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_058__template_default__warm_hot,rx22,Ronai & Xiang (2022),rx22_058,warm/hot,warm,hot,warm,hot,adj,default,"The wather is warm, but not hot.",0.4,True,cross-scale/human_data/rx22.csv,"The wather is warm, but not",hot, hot,.,"The wather is warm, but not hot.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/rx22/warm_hot.json,36,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_059__template_default__well_superbly,rx22,Ronai & Xiang (2022),rx22_059,well/superbly,well,superbly,well,superbly,adv,default,"The rehearsal went well, but not superbly.",0.125,True,cross-scale/human_data/rx22.csv,"The rehearsal went well, but not",superbly, superbly,.,"The rehearsal went well, but not superbly.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/rx22/well_superbly.json,964,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
rx22__rx22_060__template_default__willing_eager,rx22,Ronai & Xiang (2022),rx22_060,willing/eager,willing,eager,willing,eager,adj,default,"The waiter is willing, but not eager.",0.075,True,cross-scale/human_data/rx22.csv,"The waiter is willing, but not",eager, eager,.,"The waiter is willing, but not eager.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/rx22/willing_eager.json,1022,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_001_template1__template_1__adequate_good,vt16,van Tiel et al. (2016),vt16_001_template1,adequate/good,adequate,good,adequate,good,adj,1,"the food is adequate, but not good.",0.32,True,cross-scale/human_data/vt16.csv,"The food is adequate, but not",good, good,.,"The food is adequate, but not good.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template1/adequate_good.json,1,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_001_template2__template_2__adequate_good,vt16,van Tiel et al. (2016),vt16_001_template2,adequate/good,adequate,good,adequate,good,adj,2,"the salary is adequate, but not good.",0.32,True,cross-scale/human_data/vt16.csv,"The salary is adequate, but not",good, good,.,"The salary is adequate, but not good.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template2/adequate_good.json,1,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_001_template3__template_3__adequate_good,vt16,van Tiel et al. (2016),vt16_001_template3,adequate/good,adequate,good,adequate,good,adj,3,"the solution is adequate, but not good.",0.32,True,cross-scale/human_data/vt16.csv,"The solution is adequate, but not",good, good,.,"The solution is adequate, but not good.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template3/adequate_good.json,1,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_002_template1__template_1__allowed_obligatory,vt16,van Tiel et al. (2016),vt16_002_template1,allowed/obligatory,allowed,obligatory,allowed,obligatory,adj,1,"copying is allowed, but not obligatory.",0.82,True,cross-scale/human_data/vt16.csv,"Copying is allowed, but not",obligatory, obligatory,.,"Copying is allowed, but not obligatory.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template1/allowed_obligatory.json,1001,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_002_template2__template_2__allowed_obligatory,vt16,van Tiel et al. (2016),vt16_002_template2,allowed/obligatory,allowed,obligatory,allowed,obligatory,adj,2,"drinking is allowed, but not obligatory.",0.82,True,cross-scale/human_data/vt16.csv,"Drinking is allowed, but not",obligatory, obligatory,.,"Drinking is allowed, but not obligatory.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template2/allowed_obligatory.json,1001,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_002_template3__template_3__allowed_obligatory,vt16,van Tiel et al. (2016),vt16_002_template3,allowed/obligatory,allowed,obligatory,allowed,obligatory,adj,3,"talking is allowed, but not obligatory.",0.82,True,cross-scale/human_data/vt16.csv,"Talking is allowed, but not",obligatory, obligatory,.,"Talking is allowed, but not obligatory.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template3/allowed_obligatory.json,1001,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_003_template1__template_1__attractive_stunning,vt16,van Tiel et al. (2016),vt16_003_template1,attractive/stunning,attractive,stunning,attractive,stunning,adj,1,"that nurse is attractive, but not stunning.",0.21,True,cross-scale/human_data/vt16.csv,"That nurse is attractive, but not",stunning, stunning,.,"That nurse is attractive, but not stunning.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template1/attractive_stunning.json,1002,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_003_template2__template_2__attractive_stunning,vt16,van Tiel et al. (2016),vt16_003_template2,attractive/stunning,attractive,stunning,attractive,stunning,adj,2,"this model is attractive, but not stunning.",0.21,True,cross-scale/human_data/vt16.csv,"This model is attractive, but not",stunning, stunning,.,"This model is attractive, but not stunning.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template2/attractive_stunning.json,1002,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_003_template3__template_3__attractive_stunning,vt16,van Tiel et al. (2016),vt16_003_template3,attractive/stunning,attractive,stunning,attractive,stunning,adj,3,"the singer is attractive, but not stunning.",0.21,True,cross-scale/human_data/vt16.csv,"The singer is attractive, but not",stunning, stunning,.,"The singer is attractive, but not stunning.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template3/attractive_stunning.json,1002,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_004_template1__template_1__believe_know,vt16,van Tiel et al. (2016),vt16_004_template1,believe/know,believe,know,believes,knows,verb,1,"the student believes it, but does not know it.",0.61,True,cross-scale/human_data/vt16.csv,"The student believes it, but does not",know, know,it.,"The student believes it, but does not know it.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template1/believe_know.json,2,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_004_template2__template_2__believe_know,vt16,van Tiel et al. (2016),vt16_004_template2,believe/know,believe,know,believes,knows,verb,2,"the mother believes it, but does not know it.",0.61,True,cross-scale/human_data/vt16.csv,"The mother believes it, but does not",know, know,it.,"The mother believes it, but does not know it.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template2/believe_know.json,2,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_004_template3__template_3__believe_know,vt16,van Tiel et al. (2016),vt16_004_template3,believe/know,believe,know,believes,knows,verb,3,"the teacher believes it, but does not know it.",0.61,True,cross-scale/human_data/vt16.csv,"The teacher believes it, but does not",know, know,it.,"The teacher believes it, but does not know it.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template3/believe_know.json,2,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_005_template1__template_1__big_enormous,vt16,van Tiel et al. (2016),vt16_005_template1,big/enormous,big,enormous,big,enormous,adj,1,"that elephant is big, but not enormous.",0.21,True,cross-scale/human_data/vt16.csv,"That elephant is big, but not",enormous, enormous,.,"That elephant is big, but not enormous.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template1/big_enormous.json,211,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_005_template2__template_2__big_enormous,vt16,van Tiel et al. (2016),vt16_005_template2,big/enormous,big,enormous,big,enormous,adj,2,"the house is big, but not enormous.",0.21,True,cross-scale/human_data/vt16.csv,"The house is big, but not",enormous, enormous,.,"The house is big, but not enormous.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template2/big_enormous.json,211,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_005_template3__template_3__big_enormous,vt16,van Tiel et al. (2016),vt16_005_template3,big/enormous,big,enormous,big,enormous,adj,3,"that tree is big, but not enormous.",0.21,True,cross-scale/human_data/vt16.csv,"That tree is big, but not",enormous, enormous,.,"That tree is big, but not enormous.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template3/big_enormous.json,211,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_006_template1__template_1__cheap_free,vt16,van Tiel et al. (2016),vt16_006_template1,cheap/free,cheap,free,cheap,free,adj,1,"the water is cheap, but not free.",0.93,True,cross-scale/human_data/vt16.csv,"The water is cheap, but not",free, free,.,"The water is cheap, but not free.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template1/cheap_free.json,33,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_006_template2__template_2__cheap_free,vt16,van Tiel et al. (2016),vt16_006_template2,cheap/free,cheap,free,cheap,free,adj,2,"the electricity is cheap, but not free.",0.93,True,cross-scale/human_data/vt16.csv,"The electricity is cheap, but not",free, free,.,"The electricity is cheap, but not free.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template2/cheap_free.json,33,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_006_template3__template_3__cheap_free,vt16,van Tiel et al. (2016),vt16_006_template3,cheap/free,cheap,free,cheap,free,adj,3,"the food is cheap, but not free.",0.93,True,cross-scale/human_data/vt16.csv,"The food is cheap, but not",free, free,.,"The food is cheap, but not free.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template3/cheap_free.json,33,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_007_template1__template_1__content_happy,vt16,van Tiel et al. (2016),vt16_007_template1,content/happy,content,happy,content,happy,adj,1,"this child is content, but not happy.",0.04,True,cross-scale/human_data/vt16.csv,"This child is content, but not",happy, happy,.,"This child is content, but not happy.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template1/content_happy.json,19,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_007_template2__template_2__content_happy,vt16,van Tiel et al. (2016),vt16_007_template2,content/happy,content,happy,content,happy,adj,2,"the homemaker is content, but not happy.",0.04,True,cross-scale/human_data/vt16.csv,"The homemaker is content, but not",happy, happy,.,"The homemaker is content, but not happy.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template2/content_happy.json,19,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_007_template3__template_3__content_happy,vt16,van Tiel et al. (2016),vt16_007_template3,content/happy,content,happy,content,happy,adj,3,"the musician is content, but not happy.",0.04,True,cross-scale/human_data/vt16.csv,"The musician is content, but not",happy, happy,.,"The musician is content, but not happy.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template3/content_happy.json,19,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_008_template1__template_1__cool_cold,vt16,van Tiel et al. (2016),vt16_008_template1,cool/cold,cool,cold,cool,cold,adj,1,"the air is cool, but not cold.",0.46,True,cross-scale/human_data/vt16.csv,"The air is cool, but not",cold, cold,.,"The air is cool, but not cold.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template1/cool_cold.json,1003,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_008_template2__template_2__cool_cold,vt16,van Tiel et al. (2016),vt16_008_template2,cool/cold,cool,cold,cool,cold,adj,2,"the weather is cool, but not cold.",0.46,True,cross-scale/human_data/vt16.csv,"The weather is cool, but not",cold, cold,.,"The weather is cool, but not cold.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template2/cool_cold.json,1003,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_008_template3__template_3__cool_cold,vt16,van Tiel et al. (2016),vt16_008_template3,cool/cold,cool,cold,cool,cold,adj,3,"the room is cool, but not cold.",0.46,True,cross-scale/human_data/vt16.csv,"The room is cool, but not",cold, cold,.,"The room is cool, but not cold.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template3/cool_cold.json,1003,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_009_template1__template_1__dark_black,vt16,van Tiel et al. (2016),vt16_009_template1,dark/black,dark,black,dark,black,adj,1,"that fabric is dark, but not black.",0.29,True,cross-scale/human_data/vt16.csv,"That fabric is dark, but not",black, black,.,"That fabric is dark, but not black.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template1/dark_black.json,39,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_009_template2__template_2__dark_black,vt16,van Tiel et al. (2016),vt16_009_template2,dark/black,dark,black,dark,black,adj,2,"the sky is dark, but not black.",0.29,True,cross-scale/human_data/vt16.csv,"The sky is dark, but not",black, black,.,"The sky is dark, but not black.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template2/dark_black.json,39,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_009_template3__template_3__dark_black,vt16,van Tiel et al. (2016),vt16_009_template3,dark/black,dark,black,dark,black,adj,3,"the shirt is dark, but not black.",0.29,True,cross-scale/human_data/vt16.csv,"The shirt is dark, but not",black, black,.,"The shirt is dark, but not black.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template3/dark_black.json,39,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_010_template1__template_1__difficult_impossible,vt16,van Tiel et al. (2016),vt16_010_template1,difficult/impossible,difficult,impossible,difficult,impossible,adj,1,"the task is difficult, but not impossible.",0.96,True,cross-scale/human_data/vt16.csv,"The task is difficult, but not",impossible, impossible,.,"The task is difficult, but not impossible.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template1/difficult_impossible.json,67,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_010_template2__template_2__difficult_impossible,vt16,van Tiel et al. (2016),vt16_010_template2,difficult/impossible,difficult,impossible,difficult,impossible,adj,2,"the journey is difficult, but not impossible.",0.96,True,cross-scale/human_data/vt16.csv,"The journey is difficult, but not",impossible, impossible,.,"The journey is difficult, but not impossible.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template2/difficult_impossible.json,67,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_010_template3__template_3__difficult_impossible,vt16,van Tiel et al. (2016),vt16_010_template3,difficult/impossible,difficult,impossible,difficult,impossible,adj,3,"the problem is difficult, but not impossible.",0.96,True,cross-scale/human_data/vt16.csv,"The problem is difficult, but not",impossible, impossible,.,"The problem is difficult, but not impossible.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template3/difficult_impossible.json,67,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_011_template1__template_1__dislike_loathe,vt16,van Tiel et al. (2016),vt16_011_template1,dislike/loathe,dislike,loathe,dislikes,loathes,verb,1,"the boy dislikes broccoli, but does not loathe it.",0.18,True,cross-scale/human_data/vt16.csv,"The boy dislikes broccoli, but does not",loathe, loathe,it.,"The boy dislikes broccoli, but does not loathe it.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template1/dislike_loathe.json,225,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_011_template2__template_2__dislike_loathe,vt16,van Tiel et al. (2016),vt16_011_template2,dislike/loathe,dislike,loathe,dislikes,loathes,verb,2,"the teacher dislikes fighting, but does not loathe it.",0.18,True,cross-scale/human_data/vt16.csv,"The teacher dislikes fighting, but does not",loathe, loathe,it.,"The teacher dislikes fighting, but does not loathe it.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template2/dislike_loathe.json,225,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_011_template3__template_3__dislike_loathe,vt16,van Tiel et al. (2016),vt16_011_template3,dislike/loathe,dislike,loathe,dislikes,loathes,verb,3,"the doctors dislike coffee, but do not loathe it.",0.18,True,cross-scale/human_data/vt16.csv,"The doctors dislike coffee, but do not",loathe, loathe,it.,"The doctors dislike coffee, but do not loathe it.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template3/dislike_loathe.json,225,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
