prompt_id,dataset,dataset_label,item_id,scale_id,weak,strong,weak_surface,strong_surface,pos,template_id,scalar_construction,human_si_rate,has_hu_test_suite,source_file,weak_sentence_frame,weak_surface_in_sentence,target_text,context_text,continuation_text,moved_prompt_boundary_text,suffix_text,prompt_with_blank,full_text,prompt_source,weak_extraction_method,stronger_surface_method,prompt_builder_note,score_target,score_family,context_has_trailing_space,continuation_has_leading_space
vt16__vt16_019_template3__template_3__like_love__no_frame,vt16,van Tiel et al. (2016),vt16_019_template3,like/love,like,love,likes,loves,verb,3,"the manager likes spaghetti, but does not love it.",0.25,True,cross-scale/human_data/vt16.csv,the manager likes spaghetti.,likes,loves,the manager, loves, , spaghetti.,the manager ___ spaghetti.,the manager loves spaghetti.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_020_template1__template_1__low_depleted__no_frame,vt16,van Tiel et al. (2016),vt16_020_template1,low/depleted,low,depleted,low,depleted,adj,1,"the energy is low, but not depleted.",0.79,True,cross-scale/human_data/vt16.csv,the energy is low.,low,depleted,the energy is, depleted, ,.,the energy is ___.,the energy is depleted.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_020_template2__template_2__low_depleted__no_frame,vt16,van Tiel et al. (2016),vt16_020_template2,low/depleted,low,depleted,low,depleted,adj,2,"this battery is low, but not depleted.",0.79,True,cross-scale/human_data/vt16.csv,this battery is low.,low,depleted,this battery is, depleted, ,.,this battery is ___.,this battery is depleted.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_020_template3__template_3__low_depleted__no_frame,vt16,van Tiel et al. (2016),vt16_020_template3,low/depleted,low,depleted,low,depleted,adj,3,"the gas is low, but not depleted.",0.79,True,cross-scale/human_data/vt16.csv,the gas is low.,low,depleted,the gas is, depleted, ,.,the gas is ___.,the gas is depleted.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_022_template1__template_1__may_have to__no_frame,vt16,van Tiel et al. (2016),vt16_022_template1,may/have to,may,have to,may,has to,verb,1,"the child may eat an apple it, but does not have to.",0.71,True,cross-scale/human_data/vt16.csv,the child may eat an apple it.,may,has to,the child, has to, , eat an apple it.,the child ___ eat an apple it.,the child has to eat an apple it.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_022_template2__template_2__may_have to__no_frame,vt16,van Tiel et al. (2016),vt16_022_template2,may/have to,may,have to,may,has to,verb,2,"the boy may watch television, but does not have to.",0.71,True,cross-scale/human_data/vt16.csv,the boy may watch television.,may,has to,the boy, has to, , watch television.,the boy ___ watch television.,the boy has to watch television.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_022_template3__template_3__may_have to__no_frame,vt16,van Tiel et al. (2016),vt16_022_template3,may/have to,may,have to,may,has to,verb,3,"the dog may sleep on the bed, but does not have to.",0.71,True,cross-scale/human_data/vt16.csv,the dog may sleep on the bed.,may,has to,the dog, has to, , sleep on the bed.,the dog ___ sleep on the bed.,the dog has to sleep on the bed.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_021_template1__template_1__may_will__no_frame,vt16,van Tiel et al. (2016),vt16_021_template1,may/will,may,will,may,will,verb,1,"this lawyer may appear in person, but will not.",0.89,True,cross-scale/human_data/vt16.csv,this lawyer may appear in person.,may,will,this lawyer, will, , appear in person.,this lawyer ___ appear in person.,this lawyer will appear in person.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_021_template2__template_2__may_will__no_frame,vt16,van Tiel et al. (2016),vt16_021_template2,may/will,may,will,may,will,verb,2,"the teacher may come, but will not.",0.89,True,cross-scale/human_data/vt16.csv,the teacher may come.,may,will,the teacher, will, , come.,the teacher ___ come.,the teacher will come.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_021_template3__template_3__may_will__no_frame,vt16,van Tiel et al. (2016),vt16_021_template3,may/will,may,will,may,will,verb,3,"the student may pass, but will not.",0.89,True,cross-scale/human_data/vt16.csv,the student may pass.,may,will,the student, will, , pass.,the student ___ pass.,the student will pass.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_023_template1__template_1__memorable_unforgettable__no_frame,vt16,van Tiel et al. (2016),vt16_023_template1,memorable/unforgettable,memorable,unforgettable,memorable,unforgettable,adj,1,"this party is memorable, but not unforgettable.",0.54,True,cross-scale/human_data/vt16.csv,this party is memorable.,memorable,unforgettable,this party is, unforgettable, ,.,this party is ___.,this party is unforgettable.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_023_template2__template_2__memorable_unforgettable__no_frame,vt16,van Tiel et al. (2016),vt16_023_template2,memorable/unforgettable,memorable,unforgettable,memorable,unforgettable,adj,2,"the view is memorable, but not unforgettable.",0.54,True,cross-scale/human_data/vt16.csv,the view is memorable.,memorable,unforgettable,the view is, unforgettable, ,.,the view is ___.,the view is unforgettable.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_023_template3__template_3__memorable_unforgettable__no_frame,vt16,van Tiel et al. (2016),vt16_023_template3,memorable/unforgettable,memorable,unforgettable,memorable,unforgettable,adj,3,"this movie is memorable, but not unforgettable.",0.54,True,cross-scale/human_data/vt16.csv,this movie is memorable.,memorable,unforgettable,this movie is, unforgettable, ,.,this movie is ___.,this movie is unforgettable.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_024_template1__template_1__old_ancient__no_frame,vt16,van Tiel et al. (2016),vt16_024_template1,old/ancient,old,ancient,old,ancient,adj,1,"that house is old, but not ancient.",0.36,True,cross-scale/human_data/vt16.csv,that house is old.,old,ancient,that house is, ancient, ,.,that house is ___.,that house is ancient.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_024_template2__template_2__old_ancient__no_frame,vt16,van Tiel et al. (2016),vt16_024_template2,old/ancient,old,ancient,old,ancient,adj,2,"that mirror is old, but not ancient.",0.36,True,cross-scale/human_data/vt16.csv,that mirror is old.,old,ancient,that mirror is, ancient, ,.,that mirror is ___.,that mirror is ancient.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_024_template3__template_3__old_ancient__no_frame,vt16,van Tiel et al. (2016),vt16_024_template3,old/ancient,old,ancient,old,ancient,adj,3,"that table is old, but not ancient.",0.36,True,cross-scale/human_data/vt16.csv,that table is old.,old,ancient,that table is, ancient, ,.,that table is ___.,that table is ancient.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_025_template1__template_1__palatable_delicious__no_frame,vt16,van Tiel et al. (2016),vt16_025_template1,palatable/delicious,palatable,delicious,palatable,delicious,adj,1,"the food is palatable, but not delicious.",0.61,True,cross-scale/human_data/vt16.csv,the food is palatable.,palatable,delicious,the food is, delicious, ,.,the food is ___.,the food is delicious.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_025_template2__template_2__palatable_delicious__no_frame,vt16,van Tiel et al. (2016),vt16_025_template2,palatable/delicious,palatable,delicious,palatable,delicious,adj,2,"that wine is palatable, but not delicious.",0.61,True,cross-scale/human_data/vt16.csv,that wine is palatable.,palatable,delicious,that wine is, delicious, ,.,that wine is ___.,that wine is delicious.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_025_template3__template_3__palatable_delicious__no_frame,vt16,van Tiel et al. (2016),vt16_025_template3,palatable/delicious,palatable,delicious,palatable,delicious,adj,3,"the dessert is palatable, but not delicious.",0.61,True,cross-scale/human_data/vt16.csv,the dessert is palatable.,palatable,delicious,the dessert is, delicious, ,.,the dessert is ___.,the dessert is delicious.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_026_template1__template_1__participate_win__no_frame,vt16,van Tiel et al. (2016),vt16_026_template1,participate/win,participate,win,participated,won,verb,1,"the freshman participated, but did not win.",0.18,True,cross-scale/human_data/vt16.csv,the freshman participated.,participated,won,the freshman, won, ,.,the freshman ___.,the freshman won.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_026_template2__template_2__participate_win__no_frame,vt16,van Tiel et al. (2016),vt16_026_template2,participate/win,participate,win,participated,won,verb,2,"the runner participated, but did not win.",0.18,True,cross-scale/human_data/vt16.csv,the runner participated.,participated,won,the runner, won, ,.,the runner ___.,the runner won.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_026_template3__template_3__participate_win__no_frame,vt16,van Tiel et al. (2016),vt16_026_template3,participate/win,participate,win,participated,won,verb,3,"the skier participated, but did not win.",0.18,True,cross-scale/human_data/vt16.csv,the skier participated.,participated,won,the skier, won, ,.,the skier ___.,the skier won.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_027_template1__template_1__possible_certain__no_frame,vt16,van Tiel et al. (2016),vt16_027_template1,possible/certain,possible,certain,possible,certain,adj,1,"happiness is possible, but not certain.",0.93,True,cross-scale/human_data/vt16.csv,happiness is possible.,possible,certain,happiness is, certain, ,.,happiness is ___.,happiness is certain.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_027_template2__template_2__possible_certain__no_frame,vt16,van Tiel et al. (2016),vt16_027_template2,possible/certain,possible,certain,possible,certain,adj,2,"failing is possible, but not certain.",0.93,True,cross-scale/human_data/vt16.csv,failing is possible.,possible,certain,failing is, certain, ,.,failing is ___.,failing is certain.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_027_template3__template_3__possible_certain__no_frame,vt16,van Tiel et al. (2016),vt16_027_template3,possible/certain,possible,certain,possible,certain,adj,3,"success is possible, but not certain.",0.93,True,cross-scale/human_data/vt16.csv,success is possible.,possible,certain,success is, certain, ,.,success is ___.,success is certain.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_028_template1__template_1__pretty_beautiful__no_frame,vt16,van Tiel et al. (2016),vt16_028_template1,pretty/beautiful,pretty,beautiful,pretty,beautiful,adj,1,"this model is pretty, but not beautiful.",0.11,True,cross-scale/human_data/vt16.csv,this model is pretty.,pretty,beautiful,this model is, beautiful, ,.,this model is ___.,this model is beautiful.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_028_template2__template_2__pretty_beautiful__no_frame,vt16,van Tiel et al. (2016),vt16_028_template2,pretty/beautiful,pretty,beautiful,pretty,beautiful,adj,2,"that lady is pretty, but not beautiful.",0.11,True,cross-scale/human_data/vt16.csv,that lady is pretty.,pretty,beautiful,that lady is, beautiful, ,.,that lady is ___.,that lady is beautiful.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_028_template3__template_3__pretty_beautiful__no_frame,vt16,van Tiel et al. (2016),vt16_028_template3,pretty/beautiful,pretty,beautiful,pretty,beautiful,adj,3,"the girl is pretty, but not beautiful.",0.11,True,cross-scale/human_data/vt16.csv,the girl is pretty.,pretty,beautiful,the girl is, beautiful, ,.,the girl is ___.,the girl is beautiful.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_029_template1__template_1__rare_extinct__no_frame,vt16,van Tiel et al. (2016),vt16_029_template1,rare/extinct,rare,extinct,rare,extinct,adj,1,"that plant is rare, but not extinct.",0.79,True,cross-scale/human_data/vt16.csv,that plant is rare.,rare,extinct,that plant is, extinct, ,.,that plant is ___.,that plant is extinct.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_029_template2__template_2__rare_extinct__no_frame,vt16,van Tiel et al. (2016),vt16_029_template2,rare/extinct,rare,extinct,rare,extinct,adj,2,"this bird is rare, but not extinct.",0.79,True,cross-scale/human_data/vt16.csv,this bird is rare.,rare,extinct,this bird is, extinct, ,.,this bird is ___.,this bird is extinct.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_029_template3__template_3__rare_extinct__no_frame,vt16,van Tiel et al. (2016),vt16_029_template3,rare/extinct,rare,extinct,rare,extinct,adj,3,"this fish is rare, but not extinct.",0.79,True,cross-scale/human_data/vt16.csv,this fish is rare.,rare,extinct,this fish is, extinct, ,.,this fish is ___.,this fish is extinct.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_030_template1__template_1__scarce_unavailable__no_frame,vt16,van Tiel et al. (2016),vt16_030_template1,scarce/unavailable,scarce,unavailable,scarce,unavailable,adj,1,"this recording is scarce, but not unavailable.",0.57,True,cross-scale/human_data/vt16.csv,this recording is scarce.,scarce,unavailable,this recording is, unavailable, ,.,this recording is ___.,this recording is unavailable.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_030_template2__template_2__scarce_unavailable__no_frame,vt16,van Tiel et al. (2016),vt16_030_template2,scarce/unavailable,scarce,unavailable,scarce,unavailable,adj,2,"this resource is scarce, but not unavailable.",0.57,True,cross-scale/human_data/vt16.csv,this resource is scarce.,scarce,unavailable,this resource is, unavailable, ,.,this resource is ___.,this resource is unavailable.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_030_template3__template_3__scarce_unavailable__no_frame,vt16,van Tiel et al. (2016),vt16_030_template3,scarce/unavailable,scarce,unavailable,scarce,unavailable,adj,3,"this mineral is scarce, but not unavailable.",0.57,True,cross-scale/human_data/vt16.csv,this mineral is scarce.,scarce,unavailable,this mineral is, unavailable, ,.,this mineral is ___.,this mineral is unavailable.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_031_template1__template_1__silly_ridiculous__no_frame,vt16,van Tiel et al. (2016),vt16_031_template1,silly/ridiculous,silly,ridiculous,silly,ridiculous,adj,1,"that song is silly, but not ridiculous.",0.14,True,cross-scale/human_data/vt16.csv,that song is silly.,silly,ridiculous,that song is, ridiculous, ,.,that song is ___.,that song is ridiculous.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_031_template2__template_2__silly_ridiculous__no_frame,vt16,van Tiel et al. (2016),vt16_031_template2,silly/ridiculous,silly,ridiculous,silly,ridiculous,adj,2,"that joke is silly, but not ridiculous.",0.14,True,cross-scale/human_data/vt16.csv,that joke is silly.,silly,ridiculous,that joke is, ridiculous, ,.,that joke is ___.,that joke is ridiculous.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_031_template3__template_3__silly_ridiculous__no_frame,vt16,van Tiel et al. (2016),vt16_031_template3,silly/ridiculous,silly,ridiculous,silly,ridiculous,adj,3,"that question is silly, but not ridiculous.",0.14,True,cross-scale/human_data/vt16.csv,that question is silly.,silly,ridiculous,that question is, ridiculous, ,.,that question is ___.,that question is ridiculous.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_032_template1__template_1__small_tiny__no_frame,vt16,van Tiel et al. (2016),vt16_032_template1,small/tiny,small,tiny,small,tiny,adj,1,"the room is small, but not tiny.",0.25,True,cross-scale/human_data/vt16.csv,the room is small.,small,tiny,the room is, tiny, ,.,the room is ___.,the room is tiny.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_032_template2__template_2__small_tiny__no_frame,vt16,van Tiel et al. (2016),vt16_032_template2,small/tiny,small,tiny,small,tiny,adj,2,"the car is small, but not tiny.",0.25,True,cross-scale/human_data/vt16.csv,the car is small.,small,tiny,the car is, tiny, ,.,the car is ___.,the car is tiny.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_032_template3__template_3__small_tiny__no_frame,vt16,van Tiel et al. (2016),vt16_032_template3,small/tiny,small,tiny,small,tiny,adj,3,"this fish is small, but not tiny.",0.25,True,cross-scale/human_data/vt16.csv,this fish is small.,small,tiny,this fish is, tiny, ,.,this fish is ___.,this fish is tiny.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_033_template1__template_1__snug_tight__no_frame,vt16,van Tiel et al. (2016),vt16_033_template1,snug/tight,snug,tight,snug,tight,adj,1,"the shirt is snug, but not tight.",0.21,True,cross-scale/human_data/vt16.csv,the shirt is snug.,snug,tight,the shirt is, tight, ,.,the shirt is ___.,the shirt is tight.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_033_template2__template_2__snug_tight__no_frame,vt16,van Tiel et al. (2016),vt16_033_template2,snug/tight,snug,tight,snug,tight,adj,2,"that dress is snug, but not tight.",0.21,True,cross-scale/human_data/vt16.csv,that dress is snug.,snug,tight,that dress is, tight, ,.,that dress is ___.,that dress is tight.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_033_template3__template_3__snug_tight__no_frame,vt16,van Tiel et al. (2016),vt16_033_template3,snug/tight,snug,tight,snug,tight,adj,3,"this glove is snug, but not tight.",0.21,True,cross-scale/human_data/vt16.csv,this glove is snug.,snug,tight,this glove is, tight, ,.,this glove is ___.,this glove is tight.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_034_template1__template_1__some_all__no_frame,vt16,van Tiel et al. (2016),vt16_034_template1,some/all,some,all,some,all,quant,1,"the bartender saw some of the cars, but not all of them.",0.89,False,cross-scale/human_data/vt16.csv,the bartender saw some of the cars.,some,all,the bartender saw, all, , of the cars.,the bartender saw ___ of the cars.,the bartender saw all of the cars.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_034_template2__template_2__some_all__no_frame,vt16,van Tiel et al. (2016),vt16_034_template2,some/all,some,all,some,all,quant,2,"the nurse saw some of the signs, but not all of them.",0.89,False,cross-scale/human_data/vt16.csv,the nurse saw some of the signs.,some,all,the nurse saw, all, , of the signs.,the nurse saw ___ of the signs.,the nurse saw all of the signs.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_034_template3__template_3__some_all__no_frame,vt16,van Tiel et al. (2016),vt16_034_template3,some/all,some,all,some,all,quant,3,"the mathematician saw some of the issues, but not all of them.",0.89,False,cross-scale/human_data/vt16.csv,the mathematician saw some of the issues.,some,all,the mathematician saw, all, , of the issues.,the mathematician saw ___ of the issues.,the mathematician saw all of the issues.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_035_template1__template_1__sometimes_always__no_frame,vt16,van Tiel et al. (2016),vt16_035_template1,sometimes/always,sometimes,always,sometimes,always,adv,1,"the assistant is sometimes angry, but not always.",0.86,True,cross-scale/human_data/vt16.csv,the assistant is sometimes angry.,sometimes,always,the assistant is, always, , angry.,the assistant is ___ angry.,the assistant is always angry.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_035_template2__template_2__sometimes_always__no_frame,vt16,van Tiel et al. (2016),vt16_035_template2,sometimes/always,sometimes,always,sometimes,always,adv,2,"the director is sometimes late, but not always.",0.86,True,cross-scale/human_data/vt16.csv,the director is sometimes late.,sometimes,always,the director is, always, , late.,the director is ___ late.,the director is always late.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_035_template3__template_3__sometimes_always__no_frame,vt16,van Tiel et al. (2016),vt16_035_template3,sometimes/always,sometimes,always,sometimes,always,adv,3,"the doctor is sometimes irritable, but not always.",0.86,True,cross-scale/human_data/vt16.csv,the doctor is sometimes irritable.,sometimes,always,the doctor is, always, , irritable.,the doctor is ___ irritable.,the doctor is always irritable.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_036_template1__template_1__special_unique__no_frame,vt16,van Tiel et al. (2016),vt16_036_template1,special/unique,special,unique,special,unique,adj,1,"that dress is special, but not unique.",0.14,True,cross-scale/human_data/vt16.csv,that dress is special.,special,unique,that dress is, unique, ,.,that dress is ___.,that dress is unique.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
