prompt_id,dataset,dataset_label,item_id,scale_id,weak,strong,weak_surface,strong_surface,pos,template_id,scalar_construction,human_si_rate,has_hu_test_suite,source_file,context_text,target_text,continuation_text,suffix_text,full_text,prompt_source,hu_test_suite_path,hu_test_suite_item_number,prompt_builder_note,score_target,score_family,context_has_trailing_space,continuation_has_leading_space,target_token_ids,target_tokens,target_token_logprobs,target_n_tokens,target_logprob,model_name,model_path,resolved_model_path,torch_dtype,device_map
vt16__vt16_025_template2__template_2__palatable_delicious,vt16,van Tiel et al. (2016),vt16_025_template2,palatable/delicious,palatable,delicious,palatable,delicious,adj,2,"that wine is palatable, but not delicious.",0.61,True,cross-scale/human_data/vt16.csv,"That wine is palatable, but not",delicious, delicious,.,"That wine is palatable, but not delicious.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template2/palatable_delicious.json,1011,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[17923],"[""Ġdelicious""]",[-3.84549880027771],1,-3.8454988003,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_025_template3__template_3__palatable_delicious,vt16,van Tiel et al. (2016),vt16_025_template3,palatable/delicious,palatable,delicious,palatable,delicious,adj,3,"the dessert is palatable, but not delicious.",0.61,True,cross-scale/human_data/vt16.csv,"The dessert is palatable, but not",delicious, delicious,.,"The dessert is palatable, but not delicious.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template3/palatable_delicious.json,1011,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[17923],"[""Ġdelicious""]",[-4.748126983642578],1,-4.7481269836,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_026_template1__template_1__participate_win,vt16,van Tiel et al. (2016),vt16_026_template1,participate/win,participate,win,participated,won,verb,1,"the freshman participated, but did not win.",0.18,True,cross-scale/human_data/vt16.csv,"The freshman participated, but did not",win, win,.,"The freshman participated, but did not win.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template1/participate_win.json,229,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[3164],"[""Ġwin""]",[-4.444736480712891],1,-4.4447364807,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_026_template2__template_2__participate_win,vt16,van Tiel et al. (2016),vt16_026_template2,participate/win,participate,win,participated,won,verb,2,"the runner participated, but did not win.",0.18,True,cross-scale/human_data/vt16.csv,"The runner participated, but did not",win, win,.,"The runner participated, but did not win.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template2/participate_win.json,229,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[3164],"[""Ġwin""]",[-0.9712899923324585],1,-0.9712899923,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_026_template3__template_3__participate_win,vt16,van Tiel et al. (2016),vt16_026_template3,participate/win,participate,win,participated,won,verb,3,"the skier participated, but did not win.",0.18,True,cross-scale/human_data/vt16.csv,"The skier participated, but did not",win, win,.,"The skier participated, but did not win.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template3/participate_win.json,229,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[3164],"[""Ġwin""]",[-1.15933096408844],1,-1.1593309641,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_027_template1__template_1__possible_certain,vt16,van Tiel et al. (2016),vt16_027_template1,possible/certain,possible,certain,possible,certain,adj,1,"happiness is possible, but not certain.",0.93,True,cross-scale/human_data/vt16.csv,"Happiness is possible, but not",certain, certain,.,"Happiness is possible, but not certain.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template1/possible_certain.json,61,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[3654],"[""Ġcertain""]",[-6.487617492675781],1,-6.4876174927,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_027_template2__template_2__possible_certain,vt16,van Tiel et al. (2016),vt16_027_template2,possible/certain,possible,certain,possible,certain,adj,2,"failing is possible, but not certain.",0.93,True,cross-scale/human_data/vt16.csv,"Failing is possible, but not",certain, certain,.,"Failing is possible, but not certain.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template2/possible_certain.json,61,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[3654],"[""Ġcertain""]",[-4.575851917266846],1,-4.5758519173,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_027_template3__template_3__possible_certain,vt16,van Tiel et al. (2016),vt16_027_template3,possible/certain,possible,certain,possible,certain,adj,3,"success is possible, but not certain.",0.93,True,cross-scale/human_data/vt16.csv,"Success is possible, but not",certain, certain,.,"Success is possible, but not certain.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template3/possible_certain.json,61,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[3654],"[""Ġcertain""]",[-5.411886215209961],1,-5.4118862152,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_028_template1__template_1__pretty_beautiful,vt16,van Tiel et al. (2016),vt16_028_template1,pretty/beautiful,pretty,beautiful,pretty,beautiful,adj,1,"this model is pretty, but not beautiful.",0.11,True,cross-scale/human_data/vt16.csv,"This model is pretty, but not",beautiful, beautiful,.,"This model is pretty, but not beautiful.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template1/pretty_beautiful.json,1012,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[6233],"[""Ġbeautiful""]",[-6.602329254150391],1,-6.6023292542,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_028_template2__template_2__pretty_beautiful,vt16,van Tiel et al. (2016),vt16_028_template2,pretty/beautiful,pretty,beautiful,pretty,beautiful,adj,2,"that lady is pretty, but not beautiful.",0.11,True,cross-scale/human_data/vt16.csv,"That lady is pretty, but not",beautiful, beautiful,.,"That lady is pretty, but not beautiful.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template2/pretty_beautiful.json,1012,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[6233],"[""Ġbeautiful""]",[-2.449723958969116],1,-2.4497239590,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_028_template3__template_3__pretty_beautiful,vt16,van Tiel et al. (2016),vt16_028_template3,pretty/beautiful,pretty,beautiful,pretty,beautiful,adj,3,"the girl is pretty, but not beautiful.",0.11,True,cross-scale/human_data/vt16.csv,"The girl is pretty, but not",beautiful, beautiful,.,"The girl is pretty, but not beautiful.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template3/pretty_beautiful.json,1012,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[6233],"[""Ġbeautiful""]",[-1.5184409618377686],1,-1.5184409618,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_029_template1__template_1__rare_extinct,vt16,van Tiel et al. (2016),vt16_029_template1,rare/extinct,rare,extinct,rare,extinct,adj,1,"that plant is rare, but not extinct.",0.79,True,cross-scale/human_data/vt16.csv,"That plant is rare, but not",extinct, extinct,.,"That plant is rare, but not extinct.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template1/rare_extinct.json,1013,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[68818],"[""Ġextinct""]",[-3.037233829498291],1,-3.0372338295,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_029_template2__template_2__rare_extinct,vt16,van Tiel et al. (2016),vt16_029_template2,rare/extinct,rare,extinct,rare,extinct,adj,2,"this bird is rare, but not extinct.",0.79,True,cross-scale/human_data/vt16.csv,"This bird is rare, but not",extinct, extinct,.,"This bird is rare, but not extinct.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template2/rare_extinct.json,1013,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[68818],"[""Ġextinct""]",[-2.157123565673828],1,-2.1571235657,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_029_template3__template_3__rare_extinct,vt16,van Tiel et al. (2016),vt16_029_template3,rare/extinct,rare,extinct,rare,extinct,adj,3,"this fish is rare, but not extinct.",0.79,True,cross-scale/human_data/vt16.csv,"This fish is rare, but not",extinct, extinct,.,"This fish is rare, but not extinct.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template3/rare_extinct.json,1013,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[68818],"[""Ġextinct""]",[-2.4884440898895264],1,-2.4884440899,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_030_template1__template_1__scarce_unavailable,vt16,van Tiel et al. (2016),vt16_030_template1,scarce/unavailable,scarce,unavailable,scarce,unavailable,adj,1,"this recording is scarce, but not unavailable.",0.57,True,cross-scale/human_data/vt16.csv,"This recording is scarce, but not",unavailable, unavailable,.,"This recording is scarce, but not unavailable.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template1/scarce_unavailable.json,532,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[34987],"[""Ġunavailable""]",[-5.671599864959717],1,-5.6715998650,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_030_template2__template_2__scarce_unavailable,vt16,van Tiel et al. (2016),vt16_030_template2,scarce/unavailable,scarce,unavailable,scarce,unavailable,adj,2,"this resource is scarce, but not unavailable.",0.57,True,cross-scale/human_data/vt16.csv,"This resource is scarce, but not",unavailable, unavailable,.,"This resource is scarce, but not unavailable.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template2/scarce_unavailable.json,532,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[34987],"[""Ġunavailable""]",[-6.00529670715332],1,-6.0052967072,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_030_template3__template_3__scarce_unavailable,vt16,van Tiel et al. (2016),vt16_030_template3,scarce/unavailable,scarce,unavailable,scarce,unavailable,adj,3,"this mineral is scarce, but not unavailable.",0.57,True,cross-scale/human_data/vt16.csv,"This mineral is scarce, but not",unavailable, unavailable,.,"This mineral is scarce, but not unavailable.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template3/scarce_unavailable.json,532,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[34987],"[""Ġunavailable""]",[-9.066048622131348],1,-9.0660486221,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_031_template1__template_1__silly_ridiculous,vt16,van Tiel et al. (2016),vt16_031_template1,silly/ridiculous,silly,ridiculous,silly,ridiculous,adj,1,"that song is silly, but not ridiculous.",0.14,True,cross-scale/human_data/vt16.csv,"That song is silly, but not",ridiculous, ridiculous,.,"That song is silly, but not ridiculous.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template1/silly_ridiculous.json,1014,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[26775],"[""Ġridiculous""]",[-5.713407039642334],1,-5.7134070396,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_031_template2__template_2__silly_ridiculous,vt16,van Tiel et al. (2016),vt16_031_template2,silly/ridiculous,silly,ridiculous,silly,ridiculous,adj,2,"that joke is silly, but not ridiculous.",0.14,True,cross-scale/human_data/vt16.csv,"That joke is silly, but not",ridiculous, ridiculous,.,"That joke is silly, but not ridiculous.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template2/silly_ridiculous.json,1014,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[26775],"[""Ġridiculous""]",[-5.518770694732666],1,-5.5187706947,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_031_template3__template_3__silly_ridiculous,vt16,van Tiel et al. (2016),vt16_031_template3,silly/ridiculous,silly,ridiculous,silly,ridiculous,adj,3,"that question is silly, but not ridiculous.",0.14,True,cross-scale/human_data/vt16.csv,"That question is silly, but not",ridiculous, ridiculous,.,"That question is silly, but not ridiculous.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template3/silly_ridiculous.json,1014,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[26775],"[""Ġridiculous""]",[-5.641948699951172],1,-5.6419487000,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_032_template1__template_1__small_tiny,vt16,van Tiel et al. (2016),vt16_032_template1,small/tiny,small,tiny,small,tiny,adj,1,"the room is small, but not tiny.",0.25,True,cross-scale/human_data/vt16.csv,"The room is small, but not",tiny, tiny,.,"The room is small, but not tiny.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template1/small_tiny.json,1015,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[13673],"[""Ġtiny""]",[-3.684000253677368],1,-3.6840002537,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_032_template2__template_2__small_tiny,vt16,van Tiel et al. (2016),vt16_032_template2,small/tiny,small,tiny,small,tiny,adj,2,"the car is small, but not tiny.",0.25,True,cross-scale/human_data/vt16.csv,"The car is small, but not",tiny, tiny,.,"The car is small, but not tiny.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template2/small_tiny.json,1015,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[13673],"[""Ġtiny""]",[-4.333126068115234],1,-4.3331260681,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_032_template3__template_3__small_tiny,vt16,van Tiel et al. (2016),vt16_032_template3,small/tiny,small,tiny,small,tiny,adj,3,"this fish is small, but not tiny.",0.25,True,cross-scale/human_data/vt16.csv,"This fish is small, but not",tiny, tiny,.,"This fish is small, but not tiny.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template3/small_tiny.json,1015,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[13673],"[""Ġtiny""]",[-3.1663920879364014],1,-3.1663920879,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_033_template1__template_1__snug_tight,vt16,van Tiel et al. (2016),vt16_033_template1,snug/tight,snug,tight,snug,tight,adj,1,"the shirt is snug, but not tight.",0.21,True,cross-scale/human_data/vt16.csv,"The shirt is snug, but not",tight, tight,.,"The shirt is snug, but not tight.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template1/snug_tight.json,1016,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[10296],"[""Ġtight""]",[-1.7018983364105225],1,-1.7018983364,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_033_template2__template_2__snug_tight,vt16,van Tiel et al. (2016),vt16_033_template2,snug/tight,snug,tight,snug,tight,adj,2,"that dress is snug, but not tight.",0.21,True,cross-scale/human_data/vt16.csv,"That dress is snug, but not",tight, tight,.,"That dress is snug, but not tight.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template2/snug_tight.json,1016,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[10296],"[""Ġtight""]",[-1.9139773845672607],1,-1.9139773846,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_033_template3__template_3__snug_tight,vt16,van Tiel et al. (2016),vt16_033_template3,snug/tight,snug,tight,snug,tight,adj,3,"this glove is snug, but not tight.",0.21,True,cross-scale/human_data/vt16.csv,"This glove is snug, but not",tight, tight,.,"This glove is snug, but not tight.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template3/snug_tight.json,1016,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[10296],"[""Ġtight""]",[-1.5328986644744873],1,-1.5328986645,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_034_template1__template_1__some_all,vt16,van Tiel et al. (2016),vt16_034_template1,some/all,some,all,some,all,quant,1,"the bartender saw some of the cars, but not all of them.",0.89,False,cross-scale/human_data/vt16.csv,"the bartender saw some of the cars, but not",all, all, of them.,"the bartender saw some of the cars, but not all of them.",scalar_construction_fallback,,,No Hu test suite item was available; split scalar_construction at the final strong scalemate occurrence.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[678],"[""Ġall""]",[-0.43948468565940857],1,-0.4394846857,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_034_template2__template_2__some_all,vt16,van Tiel et al. (2016),vt16_034_template2,some/all,some,all,some,all,quant,2,"the nurse saw some of the signs, but not all of them.",0.89,False,cross-scale/human_data/vt16.csv,"the nurse saw some of the signs, but not",all, all, of them.,"the nurse saw some of the signs, but not all of them.",scalar_construction_fallback,,,No Hu test suite item was available; split scalar_construction at the final strong scalemate occurrence.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[678],"[""Ġall""]",[-0.4262387752532959],1,-0.4262387753,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_034_template3__template_3__some_all,vt16,van Tiel et al. (2016),vt16_034_template3,some/all,some,all,some,all,quant,3,"the mathematician saw some of the issues, but not all of them.",0.89,False,cross-scale/human_data/vt16.csv,"the mathematician saw some of the issues, but not",all, all, of them.,"the mathematician saw some of the issues, but not all of them.",scalar_construction_fallback,,,No Hu test suite item was available; split scalar_construction at the final strong scalemate occurrence.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[678],"[""Ġall""]",[-0.6367000341415405],1,-0.6367000341,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_035_template1__template_1__sometimes_always,vt16,van Tiel et al. (2016),vt16_035_template1,sometimes/always,sometimes,always,sometimes,always,adv,1,"the assistant is sometimes angry, but not always.",0.86,True,cross-scale/human_data/vt16.csv,"The assistant is sometimes angry, but not",always, always,.,"The assistant is sometimes angry, but not always.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template1/sometimes_always.json,1,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[2677],"[""Ġalways""]",[-1.5828909873962402],1,-1.5828909874,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_035_template2__template_2__sometimes_always,vt16,van Tiel et al. (2016),vt16_035_template2,sometimes/always,sometimes,always,sometimes,always,adv,2,"the director is sometimes late, but not always.",0.86,True,cross-scale/human_data/vt16.csv,"The director is sometimes late, but not",always, always,.,"The director is sometimes late, but not always.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template2/sometimes_always.json,1,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[2677],"[""Ġalways""]",[-2.0779759883880615],1,-2.0779759884,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
