prompt_id,dataset,dataset_label,item_id,scale_id,weak,strong,weak_surface,strong_surface,pos,template_id,scalar_construction,human_si_rate,has_hu_test_suite,source_file,weak_sentence_frame,weak_surface_in_sentence,target_text,context_text,continuation_text,moved_prompt_boundary_text,suffix_text,prompt_with_blank,full_text,prompt_source,weak_extraction_method,stronger_surface_method,prompt_builder_note,score_target,score_family,context_has_trailing_space,continuation_has_leading_space,target_token_ids,target_tokens,target_token_logprobs,target_n_tokens,target_logprob,model_name,model_path,resolved_model_path,torch_dtype,device_map
vt16__vt16_016_template1__template_1__hard_unsolvable__no_frame,vt16,van Tiel et al. (2016),vt16_016_template1,hard/unsolvable,hard,unsolvable,hard,unsolvable,adj,1,"that problem is hard, but not unsolvable.",0.71,True,cross-scale/human_data/vt16.csv,that problem is hard.,hard,unsolvable,that problem is, unsolvable, ,.,that problem is ___.,that problem is unsolvable.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,"[6975,88097]","[""Ġuns"",""olvable""]","[-5.377452850341797,-0.6423123478889465]",2,-6.0197651982,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_016_template2__template_2__hard_unsolvable__no_frame,vt16,van Tiel et al. (2016),vt16_016_template2,hard/unsolvable,hard,unsolvable,hard,unsolvable,adj,2,"the issue is hard, but not unsolvable.",0.71,True,cross-scale/human_data/vt16.csv,the issue is hard.,hard,unsolvable,the issue is, unsolvable, ,.,the issue is ___.,the issue is unsolvable.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,"[6975,88097]","[""Ġuns"",""olvable""]","[-10.878859519958496,-1.431489109992981]",2,-12.3103486300,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_016_template3__template_3__hard_unsolvable__no_frame,vt16,van Tiel et al. (2016),vt16_016_template3,hard/unsolvable,hard,unsolvable,hard,unsolvable,adj,3,"the puzzle is hard, but not unsolvable.",0.71,True,cross-scale/human_data/vt16.csv,the puzzle is hard.,hard,unsolvable,the puzzle is, unsolvable, ,.,the puzzle is ___.,the puzzle is unsolvable.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,"[6975,88097]","[""Ġuns"",""olvable""]","[-7.892247676849365,-0.20917902886867523]",2,-8.1014267057,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_017_template1__template_1__hungry_starving__no_frame,vt16,van Tiel et al. (2016),vt16_017_template1,hungry/starving,hungry,starving,hungry,starving,adj,1,"the boy is hungry, but not starving.",0.25,True,cross-scale/human_data/vt16.csv,the boy is hungry.,hungry,starving,the boy is, starving, ,.,the boy is ___.,the boy is starving.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[77401],"[""Ġstarving""]",[-10.84830379486084],1,-10.8483037949,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_017_template2__template_2__hungry_starving__no_frame,vt16,van Tiel et al. (2016),vt16_017_template2,hungry/starving,hungry,starving,hungry,starving,adj,2,"the dog is hungry, but not starving.",0.25,True,cross-scale/human_data/vt16.csv,the dog is hungry.,hungry,starving,the dog is, starving, ,.,the dog is ___.,the dog is starving.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[77401],"[""Ġstarving""]",[-9.285781860351562],1,-9.2857818604,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_017_template3__template_3__hungry_starving__no_frame,vt16,van Tiel et al. (2016),vt16_017_template3,hungry/starving,hungry,starving,hungry,starving,adj,3,"the elephant is hungry, but not starving.",0.25,True,cross-scale/human_data/vt16.csv,the elephant is hungry.,hungry,starving,the elephant is, starving, ,.,the elephant is ___.,the elephant is starving.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[77401],"[""Ġstarving""]",[-10.566370964050293],1,-10.5663709641,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_018_template1__template_1__intelligent_brilliant__no_frame,vt16,van Tiel et al. (2016),vt16_018_template1,intelligent/brilliant,intelligent,brilliant,intelligent,brilliant,adj,1,"the assistant is intelligent, but not brilliant.",0.07,True,cross-scale/human_data/vt16.csv,the assistant is intelligent.,intelligent,brilliant,the assistant is, brilliant, ,.,the assistant is ___.,the assistant is brilliant.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[19752],"[""Ġbrilliant""]",[-9.209166526794434],1,-9.2091665268,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_018_template2__template_2__intelligent_brilliant__no_frame,vt16,van Tiel et al. (2016),vt16_018_template2,intelligent/brilliant,intelligent,brilliant,intelligent,brilliant,adj,2,"that professor is intelligent, but not brilliant.",0.07,True,cross-scale/human_data/vt16.csv,that professor is intelligent.,intelligent,brilliant,that professor is, brilliant, ,.,that professor is ___.,that professor is brilliant.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[19752],"[""Ġbrilliant""]",[-6.665781497955322],1,-6.6657814980,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_018_template3__template_3__intelligent_brilliant__no_frame,vt16,van Tiel et al. (2016),vt16_018_template3,intelligent/brilliant,intelligent,brilliant,intelligent,brilliant,adj,3,"this student is intelligent, but not brilliant.",0.07,True,cross-scale/human_data/vt16.csv,this student is intelligent.,intelligent,brilliant,this student is, brilliant, ,.,this student is ___.,this student is brilliant.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[19752],"[""Ġbrilliant""]",[-6.665588855743408],1,-6.6655888557,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_019_template1__template_1__like_love__no_frame,vt16,van Tiel et al. (2016),vt16_019_template1,like/love,like,love,likes,loves,verb,1,"the princess likes dancing, but does not love it.",0.25,True,cross-scale/human_data/vt16.csv,the princess likes dancing.,likes,loves,the princess, loves, , dancing.,the princess ___ dancing.,the princess loves dancing.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[15803],"[""Ġloves""]",[-6.622716426849365],1,-6.6227164268,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_019_template2__template_2__like_love__no_frame,vt16,van Tiel et al. (2016),vt16_019_template2,like/love,like,love,likes,loves,verb,2,"the actress likes the movie, but does not love it.",0.25,True,cross-scale/human_data/vt16.csv,the actress likes the movie.,likes,loves,the actress, loves, , the movie.,the actress ___ the movie.,the actress loves the movie.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[15803],"[""Ġloves""]",[-8.99035358428955],1,-8.9903535843,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_019_template3__template_3__like_love__no_frame,vt16,van Tiel et al. (2016),vt16_019_template3,like/love,like,love,likes,loves,verb,3,"the manager likes spaghetti, but does not love it.",0.25,True,cross-scale/human_data/vt16.csv,the manager likes spaghetti.,likes,loves,the manager, loves, , spaghetti.,the manager ___ spaghetti.,the manager loves spaghetti.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[15803],"[""Ġloves""]",[-9.407666206359863],1,-9.4076662064,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_020_template1__template_1__low_depleted__no_frame,vt16,van Tiel et al. (2016),vt16_020_template1,low/depleted,low,depleted,low,depleted,adj,1,"the energy is low, but not depleted.",0.79,True,cross-scale/human_data/vt16.csv,the energy is low.,low,depleted,the energy is, depleted, ,.,the energy is ___.,the energy is depleted.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[78166],"[""Ġdepleted""]",[-8.726272583007812],1,-8.7262725830,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_020_template2__template_2__low_depleted__no_frame,vt16,van Tiel et al. (2016),vt16_020_template2,low/depleted,low,depleted,low,depleted,adj,2,"this battery is low, but not depleted.",0.79,True,cross-scale/human_data/vt16.csv,this battery is low.,low,depleted,this battery is, depleted, ,.,this battery is ___.,this battery is depleted.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[78166],"[""Ġdepleted""]",[-9.964818000793457],1,-9.9648180008,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_020_template3__template_3__low_depleted__no_frame,vt16,van Tiel et al. (2016),vt16_020_template3,low/depleted,low,depleted,low,depleted,adj,3,"the gas is low, but not depleted.",0.79,True,cross-scale/human_data/vt16.csv,the gas is low.,low,depleted,the gas is, depleted, ,.,the gas is ___.,the gas is depleted.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[78166],"[""Ġdepleted""]",[-8.160131454467773],1,-8.1601314545,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_022_template1__template_1__may_have to__no_frame,vt16,van Tiel et al. (2016),vt16_022_template1,may/have to,may,have to,may,has to,verb,1,"the child may eat an apple it, but does not have to.",0.71,True,cross-scale/human_data/vt16.csv,the child may eat an apple it.,may,has to,the child, has to, , eat an apple it.,the child ___ eat an apple it.,the child has to eat an apple it.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,"[702,311]","[""Ġhas"",""Ġto""]","[-3.590975761413574,-3.121537685394287]",2,-6.7125134468,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_022_template2__template_2__may_have to__no_frame,vt16,van Tiel et al. (2016),vt16_022_template2,may/have to,may,have to,may,has to,verb,2,"the boy may watch television, but does not have to.",0.71,True,cross-scale/human_data/vt16.csv,the boy may watch television.,may,has to,the boy, has to, , watch television.,the boy ___ watch television.,the boy has to watch television.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,"[702,311]","[""Ġhas"",""Ġto""]","[-3.3196020126342773,-2.8784027099609375]",2,-6.1980047226,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_022_template3__template_3__may_have to__no_frame,vt16,van Tiel et al. (2016),vt16_022_template3,may/have to,may,have to,may,has to,verb,3,"the dog may sleep on the bed, but does not have to.",0.71,True,cross-scale/human_data/vt16.csv,the dog may sleep on the bed.,may,has to,the dog, has to, , sleep on the bed.,the dog ___ sleep on the bed.,the dog has to sleep on the bed.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,"[702,311]","[""Ġhas"",""Ġto""]","[-3.3363966941833496,-3.5875778198242188]",2,-6.9239745140,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_021_template1__template_1__may_will__no_frame,vt16,van Tiel et al. (2016),vt16_021_template1,may/will,may,will,may,will,verb,1,"this lawyer may appear in person, but will not.",0.89,True,cross-scale/human_data/vt16.csv,this lawyer may appear in person.,may,will,this lawyer, will, , appear in person.,this lawyer ___ appear in person.,this lawyer will appear in person.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[686],"[""Ġwill""]",[-3.68526554107666],1,-3.6852655411,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_021_template2__template_2__may_will__no_frame,vt16,van Tiel et al. (2016),vt16_021_template2,may/will,may,will,may,will,verb,2,"the teacher may come, but will not.",0.89,True,cross-scale/human_data/vt16.csv,the teacher may come.,may,will,the teacher, will, , come.,the teacher ___ come.,the teacher will come.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[686],"[""Ġwill""]",[-4.378378868103027],1,-4.3783788681,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_021_template3__template_3__may_will__no_frame,vt16,van Tiel et al. (2016),vt16_021_template3,may/will,may,will,may,will,verb,3,"the student may pass, but will not.",0.89,True,cross-scale/human_data/vt16.csv,the student may pass.,may,will,the student, will, , pass.,the student ___ pass.,the student will pass.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[686],"[""Ġwill""]",[-3.7221627235412598],1,-3.7221627235,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_023_template1__template_1__memorable_unforgettable__no_frame,vt16,van Tiel et al. (2016),vt16_023_template1,memorable/unforgettable,memorable,unforgettable,memorable,unforgettable,adj,1,"this party is memorable, but not unforgettable.",0.54,True,cross-scale/human_data/vt16.csv,this party is memorable.,memorable,unforgettable,this party is, unforgettable, ,.,this party is ___.,this party is unforgettable.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[59998],"[""Ġunforgettable""]",[-9.04971981048584],1,-9.0497198105,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_023_template2__template_2__memorable_unforgettable__no_frame,vt16,van Tiel et al. (2016),vt16_023_template2,memorable/unforgettable,memorable,unforgettable,memorable,unforgettable,adj,2,"the view is memorable, but not unforgettable.",0.54,True,cross-scale/human_data/vt16.csv,the view is memorable.,memorable,unforgettable,the view is, unforgettable, ,.,the view is ___.,the view is unforgettable.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[59998],"[""Ġunforgettable""]",[-6.941998481750488],1,-6.9419984818,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_023_template3__template_3__memorable_unforgettable__no_frame,vt16,van Tiel et al. (2016),vt16_023_template3,memorable/unforgettable,memorable,unforgettable,memorable,unforgettable,adj,3,"this movie is memorable, but not unforgettable.",0.54,True,cross-scale/human_data/vt16.csv,this movie is memorable.,memorable,unforgettable,this movie is, unforgettable, ,.,this movie is ___.,this movie is unforgettable.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[59998],"[""Ġunforgettable""]",[-9.678943634033203],1,-9.6789436340,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_024_template1__template_1__old_ancient__no_frame,vt16,van Tiel et al. (2016),vt16_024_template1,old/ancient,old,ancient,old,ancient,adj,1,"that house is old, but not ancient.",0.36,True,cross-scale/human_data/vt16.csv,that house is old.,old,ancient,that house is, ancient, ,.,that house is ___.,that house is ancient.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[13833],"[""Ġancient""]",[-9.010381698608398],1,-9.0103816986,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_024_template2__template_2__old_ancient__no_frame,vt16,van Tiel et al. (2016),vt16_024_template2,old/ancient,old,ancient,old,ancient,adj,2,"that mirror is old, but not ancient.",0.36,True,cross-scale/human_data/vt16.csv,that mirror is old.,old,ancient,that mirror is, ancient, ,.,that mirror is ___.,that mirror is ancient.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[13833],"[""Ġancient""]",[-8.982460021972656],1,-8.9824600220,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_024_template3__template_3__old_ancient__no_frame,vt16,van Tiel et al. (2016),vt16_024_template3,old/ancient,old,ancient,old,ancient,adj,3,"that table is old, but not ancient.",0.36,True,cross-scale/human_data/vt16.csv,that table is old.,old,ancient,that table is, ancient, ,.,that table is ___.,that table is ancient.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[13833],"[""Ġancient""]",[-9.543445587158203],1,-9.5434455872,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_025_template1__template_1__palatable_delicious__no_frame,vt16,van Tiel et al. (2016),vt16_025_template1,palatable/delicious,palatable,delicious,palatable,delicious,adj,1,"the food is palatable, but not delicious.",0.61,True,cross-scale/human_data/vt16.csv,the food is palatable.,palatable,delicious,the food is, delicious, ,.,the food is ___.,the food is delicious.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[17923],"[""Ġdelicious""]",[-3.280374765396118],1,-3.2803747654,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_025_template2__template_2__palatable_delicious__no_frame,vt16,van Tiel et al. (2016),vt16_025_template2,palatable/delicious,palatable,delicious,palatable,delicious,adj,2,"that wine is palatable, but not delicious.",0.61,True,cross-scale/human_data/vt16.csv,that wine is palatable.,palatable,delicious,that wine is, delicious, ,.,that wine is ___.,that wine is delicious.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[17923],"[""Ġdelicious""]",[-5.583752632141113],1,-5.5837526321,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_025_template3__template_3__palatable_delicious__no_frame,vt16,van Tiel et al. (2016),vt16_025_template3,palatable/delicious,palatable,delicious,palatable,delicious,adj,3,"the dessert is palatable, but not delicious.",0.61,True,cross-scale/human_data/vt16.csv,the dessert is palatable.,palatable,delicious,the dessert is, delicious, ,.,the dessert is ___.,the dessert is delicious.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[17923],"[""Ġdelicious""]",[-3.035853385925293],1,-3.0358533859,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
