experiment,condition,item_id,N,sum_response,response_rate,human_log_response_rate,weaker_lemma,weaker_surface,stronger_lemma,stronger_surface_guess,prompt_text,context_text,suffix_text,weaker_target_surface,stronger_target_surface,weaker_word_logprob,stronger_word_logprob,weaker_candidate_plus_suffix_logprob,stronger_candidate_plus_suffix_logprob,word_logprob_stronger_minus_weaker,candidate_plus_suffix_logprob_stronger_minus_weaker,weaker_word_n_tokens,stronger_word_n_tokens,weaker_candidate_plus_suffix_n_tokens,stronger_candidate_plus_suffix_n_tokens,model_name
experiment_4,Eonlystrong,16,40,35,0.8750000000,-0.1335313926,happy,happy,ecstatic,ecstatic,"Sue: Was the winner ecstatic?
Mary: The winner was only ","Sue: Was the winner ecstatic?
Mary: The winner was only",.,happy,ecstatic,-2.4144599438,-3.3519599438,-5.9326548576,-7.4842822552,-0.9375000000,-1.5516273976,1,1,2,2,Qwen/Qwen2-7B
experiment_4,Eonlystrong,17,40,33,0.8250000000,-0.1923718926,hard,hard,unsolvable,unsolvable,"Sue: Is the problem unsolvable?
Mary: The problem is only ","Sue: Is the problem unsolvable?
Mary: The problem is only",.,hard,unsolvable,-4.4570369720,-1.9156271406,-7.9256091118,-7.4791339636,2.5414098314,0.4464751482,1,2,2,3,Qwen/Qwen2-7B
experiment_4,Eonlystrong,18,40,35,0.8750000000,-0.1335313926,harmful,harmful,deadly,deadly,"Sue: Is the toxin deadly?
Mary: The toxin is only ","Sue: Is the toxin deadly?
Mary: The toxin is only",.,harmful,deadly,-3.4136402607,-0.6011402011,-8.9821412563,-7.7417094111,2.8125000596,1.2404318452,1,1,2,2,Qwen/Qwen2-7B
experiment_4,Eonlystrong,19,40,36,0.9000000000,-0.1053605157,here,here,everywhere,everywhere,"Sue: Is there water everywhere?
Mary: There is only water ","Sue: Is there water everywhere?
Mary: There is only water",.,here,everywhere,-3.7832586765,-3.0957586765,-5.9611971378,-5.5717570782,0.6875000000,0.3894400596,1,1,2,2,Qwen/Qwen2-7B
experiment_4,Eonlystrong,20,40,35,0.8750000000,-0.1335313926,hungry,hungry,starving,starving,"Sue: Is the boy starving?
Mary: The boy is only ","Sue: Is the boy starving?
Mary: The boy is only",.,hungry,starving,-2.6161103249,-5.2411103249,-5.2463736534,-8.7439374924,-2.6250000000,-3.4975638390,1,1,2,2,Qwen/Qwen2-7B
experiment_4,Eonlystrong,21,40,32,0.8000000000,-0.2231435513,intelligent,intelligent,brilliant,brilliant,"Sue: Is the student brilliant?
Mary: The student is only ","Sue: Is the student brilliant?
Mary: The student is only",.,intelligent,brilliant,-5.3501033783,-3.2251033783,-7.7947216034,-7.3058643341,2.1250000000,0.4888572693,1,1,2,2,Qwen/Qwen2-7B
experiment_4,Eonlystrong,22,40,37,0.9250000000,-0.0779615415,intimidating,intimidating,terrifying,terrifying,"Sue: Was Chris's opponent terrifying?
Mary: Chris's opponent was only ","Sue: Was Chris's opponent terrifying?
Mary: Chris's opponent was only",.,intimidating,terrifying,-6.0811476707,-3.8623976707,-8.6267271042,-8.3131556511,2.2187500000,0.3135714531,1,1,2,2,Qwen/Qwen2-7B
experiment_4,Eonlystrong,23,40,35,0.8750000000,-0.1335313926,largely,largely,totally,totally,"Sue: Was the coast totally flooded?
Mary: The coast was only ","Sue: Was the coast totally flooded?
Mary: The coast was only", flooded.,largely,totally,-9.8449659348,-8.1262159348,-11.9862656444,-11.9076512232,1.7187500000,0.0786144212,1,1,3,3,Qwen/Qwen2-7B
experiment_4,Eonlystrong,24,40,37,0.9250000000,-0.0779615415,like,likes,love,loves,"Sue: Does the princess love dancing?
Mary: The princess only ","Sue: Does the princess love dancing?
Mary: The princess only", dancing.,likes,loves,-1.9866222143,-0.6116222143,-7.9419445992,-5.7691168785,1.3750000000,2.1728277207,1,1,3,3,Qwen/Qwen2-7B
experiment_4,Eonlystrong,25,40,38,0.9500000000,-0.0512932944,match,matches,exceed,exceeds,"Sue: Does Bill's score exceed Al's?
Mary: Bill's score only ","Sue: Does Bill's score exceed Al's?
Mary: Bill's score only", Al's.,matches,exceeds,-4.8436412811,-1.1561414003,-7.6152559910,-8.3740401454,3.6874998808,-0.7587841544,1,1,4,4,Qwen/Qwen2-7B
experiment_4,Eonlystrong,26,40,37,0.9250000000,-0.0779615415,mostly,mostly,entirely,entirely,"Sue: Were Peter's answers entirely wrong?
Mary: Peter's answers were only ","Sue: Were Peter's answers entirely wrong?
Mary: Peter's answers were only", wrong.,mostly,entirely,-3.8539135456,-5.8539133072,-6.6017353535,-9.3679636419,-1.9999997616,-2.7662282884,1,1,3,3,Qwen/Qwen2-7B
experiment_4,Eonlystrong,27,40,35,0.8750000000,-0.1335313926,old,old,ancient,ancient,"Sue: Is the house ancient?
Mary: The house is only ","Sue: Is the house ancient?
Mary: The house is only",.,old,ancient,-4.7377514839,-4.4877514839,-6.8818464279,-8.2274036407,0.2500000000,-1.3455572128,1,1,2,2,Qwen/Qwen2-7B
experiment_4,Eonlystrong,28,40,39,0.9750000000,-0.0253178080,once,once,twice,twice,"Sue: Did mistakes happen twice?
Mary: Mistakes happened only ","Sue: Did mistakes happen twice?
Mary: Mistakes happened only",.,once,twice,-0.1438936740,-3.0188937187,-2.2925393134,-5.2745461464,-2.8750000447,-2.9820068330,1,1,2,2,Qwen/Qwen2-7B
experiment_4,Eonlystrong,29,40,27,0.6750000000,-0.3930425881,or,or,and,and,"Sue: Does Jimmy write books and plays?
Mary: Jimmy writes only books ","Sue: Does Jimmy write books and plays?
Mary: Jimmy writes only books", plays.,or,and,-7.5015430450,-3.8765430450,-10.7233734727,-7.2514255047,3.6250000000,3.4719479680,1,1,3,3,Qwen/Qwen2-7B
experiment_4,Eonlystrong,30,40,37,0.9250000000,-0.0779615415,overweight,overweight,obese,obese,"Sue: Is the teenager obese?
Mary: The teenager is only ","Sue: Is the teenager obese?
Mary: The teenager is only",.,overweight,obese,-2.6270945072,-3.1895945072,-4.7942798138,-7.2113363743,-0.5625000000,-2.4170565605,1,1,2,2,Qwen/Qwen2-7B
experiment_4,Eonlystrong,31,40,32,0.8000000000,-0.2231435513,overwhelmingly,overwhelmingly,unanimously,unanimously,"Sue: Was the measure supported unanimously?
Mary: The measure was supported only ","Sue: Was the measure supported unanimously?
Mary: The measure was supported only",.,overwhelmingly,unanimously,-9.2316684723,-5.6691679955,-11.3079566956,-8.9491982460,3.5625004768,2.3587584496,1,1,2,2,Qwen/Qwen2-7B
experiment_4,Eonlystrong,32,40,36,0.9000000000,-0.1053605157,palatable,palatable,delicious,delicious,"Sue: Is the wine delicious?
Mary: The wine is only ","Sue: Is the wine delicious?
Mary: The wine is only",.,palatable,delicious,-7.3240347588,-3.3182334900,-9.4465541826,-6.5469279289,4.0058012688,2.8996262537,2,1,3,2,Qwen/Qwen2-7B
experiment_4,Eonlystrong,33,40,40,1.0000000000,0.0000000000,partially,partially,completely,completely,"Sue: Is the tank completely full?
Mary: The tank is only ","Sue: Is the tank completely full?
Mary: The tank is only", full.,partially,completely,-4.6624498367,-8.2249498367,-6.4550182819,-13.6226252280,-3.5625000000,-7.1676069461,1,1,3,3,Qwen/Qwen2-7B
experiment_4,Eonlystrong,34,40,35,0.8750000000,-0.1335313926,permit,permits,require,requires,"Sue: Does the club require dancing?
Mary: The club only ","Sue: Does the club require dancing?
Mary: The club only", dancing.,permits,requires,-7.2922310829,-0.7297311425,-10.9407215118,-6.2866117954,6.5624999404,4.6541097164,1,1,3,3,Qwen/Qwen2-7B
experiment_4,Eonlystrong,35,40,33,0.8250000000,-0.1923718926,polished,polished,impeccable,impeccable,"Sue: Was Ann's speech impeccable?
Mary: Ann's speech was only ","Sue: Was Ann's speech impeccable?
Mary: Ann's speech was only",.,polished,impeccable,-8.0928449631,-3.3115952015,-10.7919652462,-6.7921361923,4.7812497616,3.9998290539,1,1,2,2,Qwen/Qwen2-7B
experiment_4,Eonlystrong,36,40,35,0.8750000000,-0.1335313926,possible,possible,certain,certain,"Sue: Is success certain?
Mary: Success is only ","Sue: Is success certain?
Mary: Success is only",.,possible,certain,-2.2673978806,-0.8298978209,-7.0967140198,-8.9339312911,1.4375000597,-1.8372172713,1,1,2,2,Qwen/Qwen2-7B
experiment_4,Eonlystrong,37,40,35,0.8750000000,-0.1335313926,pretty,pretty,beautiful,beautiful,"Sue: Is the girl beautiful?
Mary: The girl is only ","Sue: Is the girl beautiful?
Mary: The girl is only",.,pretty,beautiful,-3.5449776649,-1.6699777842,-5.6153430939,-4.6768012047,1.8749998807,0.9385418892,1,1,2,2,Qwen/Qwen2-7B
experiment_4,Eonlystrong,38,40,39,0.9750000000,-0.0253178080,primarily,primarily,exclusively,exclusively,"Sue: Are the residents exclusively Greek?
Mary: The residents are only ","Sue: Are the residents exclusively Greek?
Mary: The residents are only", Greek.,primarily,exclusively,-7.7471604347,-7.3721604347,-9.5500723124,-9.7936227322,0.3750000000,-0.2435504198,1,1,3,3,Qwen/Qwen2-7B
experiment_4,Eonlystrong,39,40,32,0.8000000000,-0.2231435513,probably,probably,necessarily,necessarily,"Sue: Will a delay necessarily occur?
Mary: A delay will only ","Sue: Will a delay necessarily occur?
Mary: A delay will only", occur.,probably,necessarily,-8.5859394073,-6.8984398842,-11.5533984452,-14.1038580984,1.6874995231,-2.5504596532,1,1,3,3,Qwen/Qwen2-7B
experiment_4,Eonlystrong,40,40,39,0.9750000000,-0.0253178080,reduce,reduced,eliminate,eliminated,"Sue: Did the city eliminate waste?
Mary: The city only ","Sue: Did the city eliminate waste?
Mary: The city only", waste.,reduced,eliminated,-2.8766295910,-2.0641295910,-5.4140653014,-7.1295772791,0.8125000000,-1.7155119777,1,1,3,3,Qwen/Qwen2-7B
experiment_4,Eonlystrong,41,40,33,0.8250000000,-0.1923718926,scared,scared,petrified,petrified,"Sue: Was Stu's daughter petrified?
Mary: Stu's daughter was only ","Sue: Was Stu's daughter petrified?
Mary: Stu's daughter was only",.,scared,petrified,-2.8774743080,-2.7731931135,-5.6912150383,-6.5856769010,0.1042811945,-0.8944618627,1,3,2,4,Qwen/Qwen2-7B
experiment_4,Eonlystrong,42,40,32,0.8000000000,-0.2231435513,serious,serious,life-threatening,life-threatening,"Sue: Was Kaye's illness life-threatening?
Mary: Kaye's illness was only ","Sue: Was Kaye's illness life-threatening?
Mary: Kaye's illness was only",.,serious,life-threatening,-2.1572492123,-1.1828325540,-4.0028948784,-5.1126113683,0.9744166583,-1.1097164899,1,2,2,3,Qwen/Qwen2-7B
experiment_4,Eonlystrong,43,40,40,1.0000000000,0.0000000000,similar,similar,identical,identical,"Sue: Are the two paintings identical?
Mary: The two paintings are only ","Sue: Are the two paintings identical?
Mary: The two paintings are only",.,similar,identical,-1.2744189501,-2.4619188309,-3.0830792189,-7.8036432266,-1.1874998808,-4.7205640077,1,1,2,2,Qwen/Qwen2-7B
experiment_4,Eonlystrong,44,40,40,1.0000000000,0.0000000000,slow,slowed,stop,stopped,"Sue: Did the train stop?
Mary: The train only ","Sue: Did the train stop?
Mary: The train only",.,slowed,stopped,-4.3478603363,-0.7228605747,-9.8002786636,-6.2954723835,3.6249997616,3.5048062801,1,1,2,2,Qwen/Qwen2-7B
experiment_4,Eonlystrong,45,40,29,0.7250000000,-0.3215836241,small,small,tiny,tiny,"Sue: Is the fish tiny?
Mary: The fish is only ","Sue: Is the fish tiny?
Mary: The fish is only",.,small,tiny,-3.2744615078,-3.1494615078,-5.7036666870,-5.8019983768,0.1250000000,-0.0983316898,1,1,2,2,Qwen/Qwen2-7B
experiment_4,Eonlystrong,46,40,29,0.7250000000,-0.3215836241,snug,snug,tight,tight,"Sue: Is the shirt tight?
Mary: The shirt is only ","Sue: Is the shirt tight?
Mary: The shirt is only",.,snug,tight,-5.7462897301,-0.9962896109,-8.0165853500,-7.2214692831,4.7500001192,0.7951160669,1,1,2,2,Qwen/Qwen2-7B
experiment_4,Eonlystrong,47,40,39,0.9750000000,-0.0253178080,some,some,all,all,"Sue: Does Cecilia trust all politicians?
Mary: Cecilia trusts only ","Sue: Does Cecilia trust all politicians?
Mary: Cecilia trusts only", politicians.,some,all,-4.5546560287,-7.5859060287,-7.9424146414,-12.1062281132,-3.0312500000,-4.1638134718,1,1,3,3,Qwen/Qwen2-7B
experiment_4,Eonlystrong,48,40,38,0.9500000000,-0.0512932944,start,started,finish,finished,"Sue: Did the runner finish?
Mary: The runner only ","Sue: Did the runner finish?
Mary: The runner only",.,started,finished,-4.5995349884,-1.2245349884,-8.5638194084,-6.6625499725,3.3750000000,1.9012694359,1,1,2,2,Qwen/Qwen2-7B
experiment_4,Eonlystrong,49,40,39,0.9750000000,-0.0253178080,survive,survived,thrive,thrived,"Sue: Did the plant thrive?
Mary: The plant only ","Sue: Did the plant thrive?
Mary: The plant only",.,survived,thrived,-1.6811552048,-1.7003107369,-5.6665711403,-7.1348080933,-0.0191555321,-1.4682369530,1,2,2,3,Qwen/Qwen2-7B
experiment_4,Eonlystrong,50,40,31,0.7750000000,-0.2548922496,tired,tired,exhausted,exhausted,"Sue: Is the worker exhausted?
Mary: The worker is only ","Sue: Is the worker exhausted?
Mary: The worker is only",.,tired,exhausted,-1.4647656679,-2.7147655487,-3.8901528120,-5.8033430576,-1.2499998808,-1.9131902456,1,1,2,2,Qwen/Qwen2-7B
experiment_4,Eonlystrong,51,40,40,1.0000000000,0.0000000000,tolerate,tolerate,encourage,encourage,"Sue: Do Joey's parents encourage dating?
Mary: Joey's parents only ","Sue: Do Joey's parents encourage dating?
Mary: Joey's parents only", dating.,tolerate,encourage,-5.6239223480,-1.4364223480,-8.7850390673,-7.3906241655,4.1875000000,1.3944149018,1,1,3,3,Qwen/Qwen2-7B
experiment_4,Eonlystrong,52,40,37,0.9250000000,-0.0779615415,try,tried,succeed,succeeded,"Sue: Did the candidate succeed?
Mary: The candidate only ","Sue: Did the candidate succeed?
Mary: The candidate only",.,tried,succeeded,-4.8263673782,-2.6388671398,-8.7572312355,-7.9379208088,2.1875002384,0.8193104267,1,1,2,2,Qwen/Qwen2-7B
experiment_4,Eonlystrong,53,40,31,0.7750000000,-0.2548922496,ugly,ugly,hideous,hideous,"Sue: Is the wallpaper hideous?
Mary: The wallpaper is only ","Sue: Is the wallpaper hideous?
Mary: The wallpaper is only",.,ugly,hideous,-4.7657065392,-0.8966126556,-7.9191312790,-5.8109118075,3.8690938836,2.1082194715,1,2,2,3,Qwen/Qwen2-7B
experiment_4,Eonlystrong,54,40,35,0.8750000000,-0.1335313926,understandable,understandable,articulate,articulate,"Sue: Was Tom's interview articulate?
Mary: Tom's interview was only ","Sue: Was Tom's interview articulate?
Mary: Tom's interview was only",.,understandable,articulate,-7.7059421539,-5.0184421539,-11.8230147362,-8.7243061066,2.6875000000,3.0987086296,1,1,2,2,Qwen/Qwen2-7B
experiment_4,Eonlystrong,55,40,33,0.8250000000,-0.1923718926,unpleasant,unpleasant,disgusting,disgusting,"Sue: Was Tim's bathroom disgusting?
Mary: Tim's bathroom was only ","Sue: Was Tim's bathroom disgusting?
Mary: Tim's bathroom was only",.,unpleasant,disgusting,-7.2290115356,-1.6665112972,-9.5213155746,-5.6126270294,5.5625002384,3.9086885452,1,1,2,2,Qwen/Qwen2-7B
experiment_4,Eonlystrong,56,40,34,0.8500000000,-0.1625189295,usually,usually,always,always,"Sue: Is the lawyer always early?
Mary: The lawyer is only ","Sue: Is the lawyer always early?
Mary: The lawyer is only", early.,usually,always,-5.9380617142,-4.7818117142,-8.5193697214,-9.3881718516,1.1562500000,-0.8688021302,1,1,3,3,Qwen/Qwen2-7B
experiment_4,Eonlystrong,57,40,34,0.8500000000,-0.1625189295,want,wants,need,needs,"Sue: Does Phoebe need a car?
Mary: Phoebe only ","Sue: Does Phoebe need a car?
Mary: Phoebe only", a car.,wants,needs,-4.2552385330,-1.9427385330,-10.5335917473,-9.2414967120,2.3125000000,1.2920950353,1,1,4,4,Qwen/Qwen2-7B
experiment_4,Eonlystrong,58,40,40,1.0000000000,0.0000000000,warm,warm,hot,hot,"Sue: Is the wather hot?
Mary: The wather is only ","Sue: Is the wather hot?
Mary: The wather is only",.,warm,hot,-1.4104068279,-3.2854068279,-3.8339766264,-8.0601949692,-1.8750000000,-4.2262183428,1,1,2,2,Qwen/Qwen2-7B
experiment_4,Eonlystrong,59,40,36,0.9000000000,-0.1053605157,well,well,superbly,superbly,"Sue: Did the rehearsal go superbly?
Mary: The rehearsal only went ","Sue: Did the rehearsal go superbly?
Mary: The rehearsal only went",.,well,superbly,-2.2027213573,-3.1265567131,-4.3844764233,-6.1573208161,-0.9238353558,-1.7728443928,1,2,2,3,Qwen/Qwen2-7B
experiment_4,Eonlystrong,60,40,35,0.8750000000,-0.1335313926,willing,willing,eager,eager,"Sue: Is the waiter eager?
Mary: The waiter is only ","Sue: Is the waiter eager?
Mary: The waiter is only",.,willing,eager,-4.0255703926,-1.7130703926,-7.7064681053,-7.5111870766,2.3125000000,0.1952810287,1,1,2,2,Qwen/Qwen2-7B
